Accession,Organism_Name,GenBank_RefSeq,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date
KF704147,West Nile virus,GenBank,set:KF704147,"Plante,J.A., Burkhalter,K.L., Mann,B.R., Godsey,M.S. Jr., Mutebi,J.P., Beasley,D.W., Mutebi,J.-P.",Centers for Disease Control and Prevention,USA,2/11/14,,Orthoflavivirus nilense,11008,complete,"USA: Glendale, Maricopa Co., AZ",USA,AZ,Culex quinquefasciatus,,8/1/10
KF704153,West Nile virus,GenBank,set:KF704153,"Plante,J.A., Burkhalter,K.L., Mann,B.R., Godsey,M.S. Jr., Mutebi,J.P., Beasley,D.W., Mutebi,J.-P.",Centers for Disease Control and Prevention,USA,2/11/14,,Orthoflavivirus nilense,11017,complete,"USA: Gilbert, Maricopa Co., AZ",USA,AZ,Culex quinquefasciatus,,8/6/10
KF704158,West Nile virus,GenBank,set:KF704158,"Plante,J.A., Burkhalter,K.L., Mann,B.R., Godsey,M.S. Jr., Mutebi,J.P., Beasley,D.W., Mutebi,J.-P.",Centers for Disease Control and Prevention,USA,2/11/14,,Orthoflavivirus nilense,11024,complete,"USA: Gilbert, Maricopa Co., AZ",USA,AZ,Culex quinquefasciatus,,8/9/10
KJ145799,West Nile virus,GenBank,set:KJ145799,"Newman,R.M., Zody,M.C., Henn,M., Ebel,G., Pesko,K., Vossbrinck,C.R., Andreadis,T.G., Anderson,J.F., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,2/10/14,WNV-1/US/BID-V4106/2005,Orthoflavivirus nilense,10621,complete,USA,USA,,Ochlerotatus sollicitans,pooled insects,2005
KJ145827,West Nile virus,GenBank,set:KJ145827,"Newman,R.M., Zody,M.C., Henn,M., Kramer,L., Ciota,A., Young,D., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,2/10/14,WNV-1/US/BID-V6056/2010,Orthoflavivirus nilense,10566,complete,USA,USA,,Corvus brachyrhynchos,brain,2010
KJ145828,West Nile virus,GenBank,set:KJ145828,"Newman,R.M., Zody,M.C., Henn,M., Kramer,L., Ciota,A., Young,D., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,2/10/14,WNV-1/US/BID-V6057/2010,Orthoflavivirus nilense,10616,complete,USA,USA,,Corvus brachyrhynchos,brain,2010
KJ145829,West Nile virus,GenBank,set:KJ145829,"Newman,R.M., Zody,M.C., Henn,M., Kramer,L., Ciota,A., Young,D., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,2/10/14,WNV-1/US/BID-V6058/2010,Orthoflavivirus nilense,10455,complete,USA,USA,,Corvus brachyrhynchos,brain,2010
KJ145832,West Nile virus,GenBank,set:KJ145832,"Newman,R.M., Zody,M.C., Henn,M., Ebel,G., Brackney,D., Brown,I., Rosenberg,C., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,1/29/14,WNV-1/US/BID-V4529/2007,Orthoflavivirus nilense,10621,complete,USA,USA,,Loriini,"kidney, abdominal cavity",2007
KF647248,West Nile virus,GenBank,set:KF647248,"Barzon,L., Pacenti,M., Franchin,E., Lavezzo,E., Masi,G., Squarzon,L., Pagni,S., Toppo,S., Russo,F., Cattai,M., Cusinato,R., Palu,G.","University of Padua, Department of Molecular Medicine",Italy,12/8/13,,Orthoflavivirus nilense,11013,complete,"Italy: Veneto region, Rovigo",Italy,,Homo sapiens,blood,2013-08
KF647249,West Nile virus,GenBank,set:KF647249,"Barzon,L., Pacenti,M., Franchin,E., Lavezzo,E., Masi,G., Squarzon,L., Pagni,S., Toppo,S., Russo,F., Cattai,M., Cusinato,R., Palu,G.","University of Padua, Department of Molecular Medicine",Italy,12/8/13,,Orthoflavivirus nilense,10986,complete,"Italy: Veneto region, Rovigo",Italy,,Homo sapiens,urine,2013-08
KF647250,West Nile virus,GenBank,set:KF647250,"Barzon,L., Pacenti,M., Franchin,E., Lavezzo,E., Masi,G., Squarzon,L., Pagni,S., Toppo,S., Russo,F., Cattai,M., Cusinato,R., Palu,G.","University of Padua, Department of Molecular Medicine",Italy,12/8/13,,Orthoflavivirus nilense,11013,complete,"Italy: Veneto region, Rovigo",Italy,,Homo sapiens,urine,2013-08
KF647251,West Nile virus,GenBank,set:KF647251,"Barzon,L., Pacenti,M., Franchin,E., Lavezzo,E., Masi,G., Squarzon,L., Pagni,S., Toppo,S., Russo,F., Cattai,M., Cusinato,R., Palu,G.","University of Padua, Department of Molecular Medicine",Italy,12/8/13,,Orthoflavivirus nilense,10994,complete,"Italy: Veneto region, Padova",Italy,,Homo sapiens,urine,2013-08
KF647252,West Nile virus,GenBank,set:KF647252,"Barzon,L., Pacenti,M., Franchin,E., Lavezzo,E., Masi,G., Squarzon,L., Pagni,S., Toppo,S., Russo,F., Cattai,M., Cusinato,R., Palu,G.","University of Padua, Department of Molecular Medicine",Italy,12/8/13,,Orthoflavivirus nilense,10974,complete,"Italy: Veneto region, Rovigo",Italy,,Homo sapiens,urine,2013-08
KF647253,West Nile virus,GenBank,set:KF647253,"Barzon,L., Pacenti,M., Franchin,E., Lavezzo,E., Masi,G., Squarzon,L., Pagni,S., Toppo,S., Russo,F., Cattai,M., Cusinato,R., Palu,G.","University of Padua, Department of Molecular Medicine",Italy,12/8/13,,Orthoflavivirus nilense,10483,complete,"Italy: Veneto region, Rovigo",Italy,,Homo sapiens,blood,2013-08
KF588365,West Nile virus,GenBank,set:KF588365,"Barzon,L., Pacenti,M., Franchin,E., Lavezzo,E., Masi,G., Squarzon,L., Pagni,S., Toppo,S., Russo,F., Cattai,M., Cusinato,R., Palu,G.","University of Padua, Department of Molecular Medicine",Italy,10/28/13,,Orthoflavivirus nilense,10998,complete,"Italy: Veneto region, Rovigo",Italy,,Homo sapiens,urine,2013-08
KF179639,West Nile virus,GenBank,set:KF179639,"Barzon,L., Pacenti,M., Franchin,E., Lavezzo,E., Squarzon,L., Toppo,S., Martello,T., Cattai,M., Cusinato,R., Papa,A., Palu,G.","University of Padua, Department of Molecular Medicine",Italy,10/27/13,,Orthoflavivirus nilense,11000,complete,Greece: Kavala prefecture,Greece,,Homo sapiens,urine,2012-09
KF179640,West Nile virus,GenBank,set:KF179640,"Barzon,L., Pacenti,M., Franchin,E., Lavezzo,E., Squarzon,L., Toppo,S., Martello,T., Cattai,M., Cusinato,R., Papa,A., Palu,G., Nowotny,N.","University of Padua, Department of Molecular Medicine",Italy,10/27/13,,Orthoflavivirus nilense,10998,complete,Austria,Austria,,Accipiter gentilis,,2008
KF234080,West Nile virus,GenBank,set:KF234080,"Lim,S.M., Koraka,P., van Boheemen,S., Roose,J.M., Jaarsma,D., van de Vijver,D.A., Osterhaus,A.D., Martina,B.E., Sambri,V., Rossini,G., van de Vijver,D.A.M.C., Osterhaus,A.D.M.E., Martina,B.E.E.","Erasmus MC, Viroscience Lab",Netherlands,9/25/13,,Orthoflavivirus nilense,11030,complete,Italy: Emilia-Romagna region,Italy,,Homo sapiens,,2009
KC711057,West Nile virus,GenBank,set:KC711057,"Mann,B.R., McMullen,A.R., Swetnam,D.M., Salvato,V., Reyna,M., Guzman,H., Bueno,R. Jr., Dennett,J.A., Tesh,R.B., Barrett,A.D., Barrett,A.D.T.","University of Texas Medical Branch, Pathology",USA,9/23/13,TX_AR12-1486,Orthoflavivirus nilense,11027,complete,"USA: Denton, Denton Co., Texas",USA,TX,Culex quinquefasciatus,,5/30/12
KC711059,West Nile virus,GenBank,set:KC711059,"Mann,B.R., McMullen,A.R., Swetnam,D.M., Salvato,V., Reyna,M., Guzman,H., Bueno,R. Jr., Dennett,J.A., Tesh,R.B., Barrett,A.D., Barrett,A.D.T.","University of Texas Medical Branch, Pathology",USA,9/23/13,TX_AR12-10674,Orthoflavivirus nilense,11029,complete,"USA: Fairview, Collin Co., Texas",USA,TX,Culex restuans,,10/9/12
JN393308,West Nile virus,GenBank,set:JN393308,"Mentoor,J.L.D., Human,S., Venter,M.","University of Pretoria, Medical Virology",South Africa,8/26/13,,Orthoflavivirus nilense,11042,complete,"South Africa: Tiegerpoort, Pretoria",South Africa,,Equus caballus,,4/15/08
KC954092,West Nile virus,GenBank,set:KC954092,"Barzon,L., Pacenti,M., Franchin,E., Pagni,S., Lavezzo,E., Squarzon,L., Martello,T., Russo,F., Nicoletti,L., Rezza,G., Castilletti,C., Capobianchi,M.R., Salcuni,P., Cattai,M., Cusinato,R., Palu,G., Toppo,S.","University of Padua, Department of Molecular Medicine",Italy,8/12/13,,Orthoflavivirus nilense,10781,complete,"Italy: Veneto region, Portogruaro",Italy,,Homo sapiens,urine,2012-09
KC736486,West Nile virus,GenBank,set:KC736486,"Duggal,N.K., D'Anton,M., Xiang,J., Seiferth,R., Day,J., Nasci,R., Brault,A.C.","Centers for Disease Control and Prevention, Division of Vector-Borne Diseases",USA,6/19/13,AVA1202598,Orthoflavivirus nilense,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,,2012
KC736487,West Nile virus,GenBank,set:KC736487,"Duggal,N.K., D'Anton,M., Xiang,J., Seiferth,R., Day,J., Nasci,R., Brault,A.C.","Centers for Disease Control and Prevention, Division of Vector-Borne Diseases",USA,6/19/13,AVA1202600,Orthoflavivirus nilense,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,,2012
KC736488,West Nile virus,GenBank,set:KC736488,"Duggal,N.K., D'Anton,M., Xiang,J., Seiferth,R., Day,J., Nasci,R., Brault,A.C.","Centers for Disease Control and Prevention, Division of Vector-Borne Diseases",USA,6/19/13,AVA1202606,Orthoflavivirus nilense,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,,2012
KC736489,West Nile virus,GenBank,set:KC736489,"Duggal,N.K., D'Anton,M., Xiang,J., Seiferth,R., Day,J., Nasci,R., Brault,A.C.","Centers for Disease Control and Prevention, Division of Vector-Borne Diseases",USA,6/19/13,AVA1202615,Orthoflavivirus nilense,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,,2012
KC736490,West Nile virus,GenBank,set:KC736490,"Duggal,N.K., D'Anton,M., Xiang,J., Seiferth,R., Day,J., Nasci,R., Brault,A.C.","Centers for Disease Control and Prevention, Division of Vector-Borne Diseases",USA,6/19/13,AVA1202621,Orthoflavivirus nilense,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,,2012
KC736491,West Nile virus,GenBank,set:KC736491,"Duggal,N.K., D'Anton,M., Xiang,J., Seiferth,R., Day,J., Nasci,R., Brault,A.C.","Centers for Disease Control and Prevention, Division of Vector-Borne Diseases",USA,6/19/13,AVA1202624,Orthoflavivirus nilense,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,,2012
KC736492,West Nile virus,GenBank,set:KC736492,"Duggal,N.K., D'Anton,M., Xiang,J., Seiferth,R., Day,J., Nasci,R., Brault,A.C.","Centers for Disease Control and Prevention, Division of Vector-Borne Diseases",USA,6/19/13,AVA1202689,Orthoflavivirus nilense,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,,2012
KC736493,West Nile virus,GenBank,set:KC736493,"Duggal,N.K., D'Anton,M., Xiang,J., Seiferth,R., Day,J., Nasci,R., Brault,A.C.","Centers for Disease Control and Prevention, Division of Vector-Borne Diseases",USA,6/19/13,AVA1202696,Orthoflavivirus nilense,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,,2012
KC736494,West Nile virus,GenBank,set:KC736494,"Duggal,N.K., D'Anton,M., Xiang,J., Seiferth,R., Day,J., Nasci,R., Brault,A.C.","Centers for Disease Control and Prevention, Division of Vector-Borne Diseases",USA,6/19/13,AVA1204250,Orthoflavivirus nilense,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,,2012
KC736495,West Nile virus,GenBank,set:KC736495,"Duggal,N.K., D'Anton,M., Xiang,J., Seiferth,R., Day,J., Nasci,R., Brault,A.C.","Centers for Disease Control and Prevention, Division of Vector-Borne Diseases",USA,6/19/13,AVA1204331,Orthoflavivirus nilense,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,,2012
KC736496,West Nile virus,GenBank,set:KC736496,"Duggal,N.K., D'Anton,M., Xiang,J., Seiferth,R., Day,J., Nasci,R., Brault,A.C.","Centers for Disease Control and Prevention, Division of Vector-Borne Diseases",USA,6/19/13,AVA1204356,Orthoflavivirus nilense,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,,2012
KC736497,West Nile virus,GenBank,set:KC736497,"Duggal,N.K., D'Anton,M., Xiang,J., Seiferth,R., Day,J., Nasci,R., Brault,A.C.","Centers for Disease Control and Prevention, Division of Vector-Borne Diseases",USA,6/19/13,AVA1204485,Orthoflavivirus nilense,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,,2012
KC736498,West Nile virus,GenBank,set:KC736498,"Duggal,N.K., D'Anton,M., Xiang,J., Seiferth,R., Day,J., Nasci,R., Brault,A.C.","Centers for Disease Control and Prevention, Division of Vector-Borne Diseases",USA,6/19/13,AVA1204579,Orthoflavivirus nilense,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,,2012
KC736499,West Nile virus,GenBank,set:KC736499,"Duggal,N.K., D'Anton,M., Xiang,J., Seiferth,R., Day,J., Nasci,R., Brault,A.C.","Centers for Disease Control and Prevention, Division of Vector-Borne Diseases",USA,6/19/13,AVA1204580,Orthoflavivirus nilense,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,,2012
KC736500,West Nile virus,GenBank,set:KC736500,"Duggal,N.K., D'Anton,M., Xiang,J., Seiferth,R., Day,J., Nasci,R., Brault,A.C.","Centers for Disease Control and Prevention, Division of Vector-Borne Diseases",USA,6/19/13,AVA1204753,Orthoflavivirus nilense,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,,2012
KC736501,West Nile virus,GenBank,set:KC736501,"Duggal,N.K., D'Anton,M., Xiang,J., Seiferth,R., Day,J., Nasci,R., Brault,A.C.","Centers for Disease Control and Prevention, Division of Vector-Borne Diseases",USA,6/19/13,AVA1204895,Orthoflavivirus nilense,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,,2012
KC736502,West Nile virus,GenBank,set:KC736502,"Duggal,N.K., D'Anton,M., Xiang,J., Seiferth,R., Day,J., Nasci,R., Brault,A.C.","Centers for Disease Control and Prevention, Division of Vector-Borne Diseases",USA,6/19/13,AVA1204260,Orthoflavivirus nilense,11029,complete,USA: Texas,USA,TX,Culex quinquefasciatus,,2012
JQ700437,West Nile virus,GenBank,set:JQ700437,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,6/12/13,NY10-03,Orthoflavivirus nilense,11028,complete,USA,USA,,Culex pipiens,,2003
JQ700438,West Nile virus,GenBank,set:JQ700438,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,6/12/13,BSL4-11,Orthoflavivirus nilense,11016,complete,USA,USA,,Homo sapiens,,2011
JQ700439,West Nile virus,GenBank,set:JQ700439,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,6/12/13,BSL6-11,Orthoflavivirus nilense,11029,complete,USA,USA,,Homo sapiens,,2011
JQ700440,West Nile virus,GenBank,set:JQ700440,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,6/12/13,BSL23-11,Orthoflavivirus nilense,11029,complete,USA,USA,,Homo sapiens,,2011
JQ700441,West Nile virus,GenBank,set:JQ700441,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,6/12/13,BSL24-11,Orthoflavivirus nilense,11029,complete,USA,USA,,Homo sapiens,,2011
JQ700442,West Nile virus,GenBank,set:JQ700442,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,6/12/13,BSL26-11,Orthoflavivirus nilense,11029,complete,USA,USA,,Homo sapiens,,2011
JF957161,West Nile virus,GenBank,set:JF957161,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,5/13/13,ARC10-06,Orthoflavivirus nilense,11016,complete,USA: ID,USA,ID,,,2006
JF957162,West Nile virus,GenBank,set:JF957162,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,5/13/13,ARC13-06,Orthoflavivirus nilense,11016,complete,USA: ID,USA,ID,,,2006
JF957163,West Nile virus,GenBank,set:JF957163,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,5/13/13,ARC17-06,Orthoflavivirus nilense,11016,complete,USA: ID,USA,ID,,,2006
JF957164,West Nile virus,GenBank,set:JF957164,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,5/13/13,ARC23-06,Orthoflavivirus nilense,11029,complete,USA: ID,USA,ID,,,2006
JF957165,West Nile virus,GenBank,set:JF957165,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,5/13/13,ARC27-06,Orthoflavivirus nilense,11016,complete,USA: ID,USA,ID,,,2006
JF957166,West Nile virus,GenBank,set:JF957166,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,5/13/13,ARC33-06,Orthoflavivirus nilense,11029,complete,USA: UT,USA,UT,,,2006
JF957167,West Nile virus,GenBank,set:JF957167,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,5/13/13,BSL106-06,Orthoflavivirus nilense,11016,complete,USA: ND,USA,ND,,,2006
JF957168,West Nile virus,GenBank,set:JF957168,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,5/13/13,ARC140-07,Orthoflavivirus nilense,11016,complete,USA: ID,USA,ID,,,2007
JF957169,West Nile virus,GenBank,set:JF957169,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,5/13/13,CO4-07,Orthoflavivirus nilense,11026,complete,USA: CO,USA,CO,,,2007
JF957170,West Nile virus,GenBank,set:JF957170,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,5/13/13,CO5-07,Orthoflavivirus nilense,11029,complete,USA: CO,USA,CO,,,2007
JF957171,West Nile virus,GenBank,set:JF957171,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,5/13/13,ID21bird-07,Orthoflavivirus nilense,11016,complete,USA: ID,USA,ID,,,2007
JF957172,West Nile virus,GenBank,set:JF957172,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,5/13/13,ID28bird-07,Orthoflavivirus nilense,11016,complete,USA: ID,USA,ID,,,2007
JF957173,West Nile virus,GenBank,set:JF957173,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,5/13/13,BSL173-08,Orthoflavivirus nilense,11029,complete,USA: AZ,USA,AZ,,,2008
JF957174,West Nile virus,GenBank,set:JF957174,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,5/13/13,BSL176-08,Orthoflavivirus nilense,11029,complete,USA: NV,USA,NV,,,2008
JF957175,West Nile virus,GenBank,set:JF957175,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,5/13/13,BSL2-09,Orthoflavivirus nilense,11016,complete,USA: NV,USA,NV,,,2009
JF957176,West Nile virus,GenBank,set:JF957176,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,5/13/13,BSL5-09,Orthoflavivirus nilense,11029,complete,USA: AZ,USA,AZ,,,2009
JF957177,West Nile virus,GenBank,set:JF957177,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,5/13/13,BSL6-09,Orthoflavivirus nilense,11029,complete,USA: NV,USA,NV,,,2009
JF957178,West Nile virus,GenBank,set:JF957178,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,5/13/13,BSL11-09,Orthoflavivirus nilense,11029,complete,USA: NV,USA,NV,,,2009
JF957179,West Nile virus,GenBank,set:JF957179,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,5/13/13,BSL18-09,Orthoflavivirus nilense,11029,complete,USA: LA,USA,LA,,,2009
JF957180,West Nile virus,GenBank,set:JF957180,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,5/13/13,BSL20-09,Orthoflavivirus nilense,11029,complete,USA: NV,USA,NV,,,2009
JF957181,West Nile virus,GenBank,set:JF957181,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,5/13/13,BSL22-09,Orthoflavivirus nilense,11029,complete,USA: SD,USA,SD,,,2009
JF957182,West Nile virus,GenBank,set:JF957182,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,5/13/13,BSL24-09,Orthoflavivirus nilense,11029,complete,USA: TX,USA,TX,,,2009
JF957183,West Nile virus,GenBank,set:JF957183,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,5/13/13,BSL27-09,Orthoflavivirus nilense,11029,complete,USA: TX,USA,TX,,,2009
JF957184,West Nile virus,GenBank,set:JF957184,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,5/13/13,CO7-09,Orthoflavivirus nilense,11029,complete,USA: CO,USA,CO,,,2009
JF957185,West Nile virus,GenBank,set:JF957185,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,5/13/13,BSL2-10,Orthoflavivirus nilense,11029,complete,USA: AZ,USA,AZ,,,2010
JF957186,West Nile virus,GenBank,set:JF957186,"Anez,G., Grinev,A., Chancey,C., Ball,C., Akolkar,N., Land,K.J., Winkelman,V., Stramer,S.L., Kramer,L.D., Rios,M.",FDA/CBER,USA,5/13/13,BSL3-10,Orthoflavivirus nilense,11029,complete,USA: AZ,USA,AZ,,,2010
KC407666,West Nile virus,GenBank,set:KC407666,"Blazquez,A.B.","Instit. Nac. Investigaciones Agrarias, Biotechnology",Spain,4/1/13,,Orthoflavivirus nilense,11029,complete,,,,,,
KC407667,West Nile virus,GenBank,set:KC407667,"Blazquez,A.-B., Escribano-Romero,E., Saiz,J.-C., Martin-Acebes,M.A., Blazquez,A.B.","Instit. Nac. Investigaciones Agrarias, Biotechnology",Spain,4/1/13,,Orthoflavivirus nilense,11029,complete,Spain,Spain,,Mus musculus,,2007
